name,label
ucaj0850,E14 Calendar - Job 8 - Mid Nov 2021
ucaj0851,E14 Calendar - Job 8 - Late Nov 2021
ucaj0852,E14 Calendar - Job 8 - Early Dec 2021
ucaj0853,E14 Calendar - Job 8 - Mid Dec 2021
ucaj0854,E14 Calendar - Job 8 - Late Dec 2021
ucaj0855,E14 Calendar - Job 8 - Early Jan 2021
ucaj0856,E14 Calendar - Job 8 - Mid Jan 2021
ucaj0857,E14 Calendar - Job 8 - Late Jan 2021
ucaj0858,E14 Calendar - Job 8 - Early Feb 2021
ucaj0859,E14 Calendar - Job 8 - Mid Feb 2021
ucaj0860,E14 Calendar - Job 8 - Late Feb 2021
ucaj0861,E14 Calendar - Job 8 - Early Mar 2021
ucaj0862,E14 Calendar - Job 8 - Mid Mar 2021
ucaj0863,E14 Calendar - Job 8 - Late Mar 2021
ucaj0901,E14 Calendar - Job 9 - Early Jul 2020
ucaj0902,E14 Calendar - Job 9 - Mid Jul 2020
ucaj0903,E14 Calendar - Job 9 - Late Jul 2020
ucaj0904,E14 Calendar - Job 9 - Early Aug 2020
ucaj0905,E14 Calendar - Job 9 - Mid Aug 2020
ucaj0906,E14 Calendar - Job 9 - Late Aug 2020
ucaj0907,E14 Calendar - Job 9 - Early Sep 2020
ucaj0908,E14 Calendar - Job 9 - Mid Sep 2020
ucaj0909,E14 Calendar - Job 9 - Late Sep 2020
ucaj0910,E14 Calendar - Job 9 - Early Oct 2020
ucaj0911,E14 Calendar - Job 9 - Mid Oct 2020
ucaj0912,E14 Calendar - Job 9 - Late Oct 2020
ucaj0913,E14 Calendar - Job 9 - Early Nov 2020
ucaj0914,E14 Calendar - Job 9 - Mid Nov 2020
ucaj0915,E14 Calendar - Job 9 - Late Nov 2020
ucaj0916,E14 Calendar - Job 9 - Early Dec 2020
ucaj0917,E14 Calendar - Job 9 - Mid Dec 2020
ucaj0918,E14 Calendar - Job 9 - Late Dec 2020
ucaj0919,E14 Calendar - Job 9 - Early Jan 2021
ucaj0920,E14 Calendar - Job 9 - Mid Jan 2021
ucaj0921,E14 Calendar - Job 9 - Late Jan 2021
ucaj0922,E14 Calendar - Job 9 - Early Feb 2021
ucaj0923,E14 Calendar - Job 9 - Mid Feb 2021
ucaj0924,E14 Calendar - Job 9 - Late Feb 2021
ucaj0925,E14 Calendar - Job 9 - Early Mar 2021
ucaj0926,E14 Calendar - Job 9 - Mid Mar 2021
ucaj0927,E14 Calendar - Job 9 - Late Mar 2021
ucaj0928,E14 Calendar - Job 9 - Early Apr 2021
ucaj0929,E14 Calendar - Job 9 - Mid Apr 2021
ucaj0930,E14 Calendar - Job 9 - Late Apr 2021
ucaj0931,E14 Calendar - Job 9 - Early May 2021
ucaj0932,E14 Calendar - Job 9 - Mid May 2021
ucaj0933,E14 Calendar - Job 9 - Late May 2021
ucaj0934,E14 Calendar - Job 9 - Early Jun 2021
ucaj0935,E14 Calendar - Job 9 - Mid Jun 2021
ucaj0936,E14 Calendar - Job 9 - Late Jun 2021
ucaj0937,E14 Calendar - Job 9 - Early Jul 2021
ucaj0938,E14 Calendar - Job 9 - Mid Jul 2021
ucaj0939,E14 Calendar - Job 9 - Late Jul 2021
ucaj0940,E14 Calendar - Job 9 - Early Aug 2021
ucaj0941,E14 Calendar - Job 9 - Mid Aug 2021
ucaj0942,E14 Calendar - Job 9 - Late Aug 2021
ucaj0943,E14 Calendar - Job 9 - Early Sep 2021
ucaj0944,E14 Calendar - Job 9 - Mid Sep 2021
ucaj0945,E14 Calendar - Job 9 - Late Sep 2021
ucaj0946,E14 Calendar - Job 9 - Early Oct 2021
ucaj0947,E14 Calendar - Job 9 - Mid Oct 2021
ucaj0948,E14 Calendar - Job 9 - Late Oct 2021
ucaj0949,E14 Calendar - Job 9 - Early Nov 2021
ucaj0950,E14 Calendar - Job 9 - Mid Nov 2021
ucaj0951,E14 Calendar - Job 9 - Late Nov 2021
ucaj0952,E14 Calendar - Job 9 - Early Dec 2021
ucaj0953,E14 Calendar - Job 9 - Mid Dec 2021
ucaj0954,E14 Calendar - Job 9 - Late Dec 2021
ucaj0955,E14 Calendar - Job 9 - Early Jan 2021
ucaj0956,E14 Calendar - Job 9 - Mid Jan 2021
ucaj0957,E14 Calendar - Job 9 - Late Jan 2021
ucaj0958,E14 Calendar - Job 9 - Early Feb 2021
ucaj0959,E14 Calendar - Job 9 - Mid Feb 2021
ucaj0960,E14 Calendar - Job 9 - Late Feb 2021
ucaj0961,E14 Calendar - Job 9 - Early Mar 2021
ucaj0962,E14 Calendar - Job 9 - Mid Mar 2021
ucaj0963,E14 Calendar - Job 9 - Late Mar 2021
ucaj1001,E14 Calendar - Job 10 - Early Jul 2020
ucaj1002,E14 Calendar - Job 10 - Mid Jul 2020
ucaj1003,E14 Calendar - Job 10 - Late Jul 2020
ucaj1004,E14 Calendar - Job 10 - Early Aug 2020
ucaj1005,E14 Calendar - Job 10 - Mid Aug 2020
ucaj1006,E14 Calendar - Job 10 - Late Aug 2020
ucaj1007,E14 Calendar - Job 10 - Early Sep 2020
ucaj1008,E14 Calendar - Job 10 - Mid Sep 2020
ucaj1009,E14 Calendar - Job 10 - Late Sep 2020
ucaj1010,E14 Calendar - Job 10 - Early Oct 2020
ucaj1011,E14 Calendar - Job 10 - Mid Oct 2020
ucaj1012,E14 Calendar - Job 10 - Late Oct 2020
ucaj1013,E14 Calendar - Job 10 - Early Nov 2020
ucaj1014,E14 Calendar - Job 10 - Mid Nov 2020
ucaj1015,E14 Calendar - Job 10 - Late Nov 2020
ucaj1016,E14 Calendar - Job 10 - Early Dec 2020
ucaj1017,E14 Calendar - Job 10 - Mid Dec 2020
ucaj1018,E14 Calendar - Job 10 - Late Dec 2020
ucaj1019,E14 Calendar - Job 10 - Early Jan 2021
ucaj1020,E14 Calendar - Job 10 - Mid Jan 2021
ucaj1021,E14 Calendar - Job 10 - Late Jan 2021
ucaj1022,E14 Calendar - Job 10 - Early Feb 2021
ucaj1023,E14 Calendar - Job 10 - Mid Feb 2021
ucaj1024,E14 Calendar - Job 10 - Late Feb 2021
ucaj1025,E14 Calendar - Job 10 - Early Mar 2021
ucaj1026,E14 Calendar - Job 10 - Mid Mar 2021
ucaj1027,E14 Calendar - Job 10 - Late Mar 2021
ucaj1028,E14 Calendar - Job 10 - Early Apr 2021
ucaj1029,E14 Calendar - Job 10 - Mid Apr 2021
ucaj1030,E14 Calendar - Job 10 - Late Apr 2021
ucaj1031,E14 Calendar - Job 10 - Early May 2021
ucaj1032,E14 Calendar - Job 10 - Mid May 2021
ucaj1033,E14 Calendar - Job 10 - Late May 2021
ucaj1034,E14 Calendar - Job 10 - Early Jun 2021
ucaj1035,E14 Calendar - Job 10 - Mid Jun 2021
ucaj1036,E14 Calendar - Job 10 - Late Jun 2021
ucaj1037,E14 Calendar - Job 10 - Early Jul 2021
ucaj1038,E14 Calendar - Job 10 - Mid Jul 2021
ucaj1039,E14 Calendar - Job 10 - Late Jul 2021
ucaj1040,E14 Calendar - Job 10 - Early Aug 2021
ucaj1041,E14 Calendar - Job 10 - Mid Aug 2021
ucaj1042,E14 Calendar - Job 10 - Late Aug 2021
ucaj1043,E14 Calendar - Job 10 - Early Sep 2021
ucaj1044,E14 Calendar - Job 10 - Mid Sep 2021
ucaj1045,E14 Calendar - Job 10 - Late Sep 2021
ucaj1046,E14 Calendar - Job 10 - Early Oct 2021
ucaj1047,E14 Calendar - Job 10 - Mid Oct 2021
ucaj1048,E14 Calendar - Job 10 - Late Oct 2021
ucaj1049,E14 Calendar - Job 10 - Early Nov 2021
ucaj1050,E14 Calendar - Job 10 - Mid Nov 2021
ucaj1051,E14 Calendar - Job 10 - Late Nov 2021
ucaj1052,E14 Calendar - Job 10 - Early Dec 2021
ucaj1053,E14 Calendar - Job 10 - Mid Dec 2021
ucaj1054,E14 Calendar - Job 10 - Late Dec 2021
ucaj1055,E14 Calendar - Job 10 - Early Jan 2021
ucaj1056,E14 Calendar - Job 10 - Mid Jan 2021
ucaj1057,E14 Calendar - Job 10 - Late Jan 2021
ucaj1058,E14 Calendar - Job 10 - Early Feb 2021
ucaj1059,E14 Calendar - Job 10 - Mid Feb 2021
ucaj1060,E14 Calendar - Job 10 - Late Feb 2021
ucaj1061,E14 Calendar - Job 10 - Early Mar 2021
ucaj1062,E14 Calendar - Job 10 - Mid Mar 2021
ucaj1063,E14 Calendar - Job 10 - Late Mar 2021
ucaj1101,E14 Calendar - Job 11 - Early Jul 2020
ucaj1102,E14 Calendar - Job 11 - Mid Jul 2020
ucaj1103,E14 Calendar - Job 11 - Late Jul 2020
ucaj1104,E14 Calendar - Job 11 - Early Aug 2020
ucaj1105,E14 Calendar - Job 11 - Mid Aug 2020
ucaj1106,E14 Calendar - Job 11 - Late Aug 2020
ucaj1107,E14 Calendar - Job 11 - Early Sep 2020
ucaj1108,E14 Calendar - Job 11 - Mid Sep 2020
ucaj1109,E14 Calendar - Job 11 - Late Sep 2020
ucaj1110,E14 Calendar - Job 11 - Early Oct 2020
ucaj1111,E14 Calendar - Job 11 - Mid Oct 2020
ucaj1112,E14 Calendar - Job 11 - Late Oct 2020
ucaj1113,E14 Calendar - Job 11 - Early Nov 2020
ucaj1114,E14 Calendar - Job 11 - Mid Nov 2020
ucaj1115,E14 Calendar - Job 11 - Late Nov 2020
ucaj1116,E14 Calendar - Job 11 - Early Dec 2020
ucaj1117,E14 Calendar - Job 11 - Mid Dec 2020
ucaj1118,E14 Calendar - Job 11 - Late Dec 2020
ucaj1119,E14 Calendar - Job 11 - Early Jan 2021
ucaj1120,E14 Calendar - Job 11 - Mid Jan 2021
ucaj1121,E14 Calendar - Job 11 - Late Jan 2021
ucaj1122,E14 Calendar - Job 11 - Early Feb 2021
ucaj1123,E14 Calendar - Job 11 - Mid Feb 2021
ucaj1124,E14 Calendar - Job 11 - Late Feb 2021
ucaj1125,E14 Calendar - Job 11 - Early Mar 2021
ucaj1126,E14 Calendar - Job 11 - Mid Mar 2021
ucaj1127,E14 Calendar - Job 11 - Late Mar 2021
ucaj1128,E14 Calendar - Job 11 - Early Apr 2021
ucaj1129,E14 Calendar - Job 11 - Mid Apr 2021
ucaj1130,E14 Calendar - Job 11 - Late Apr 2021
ucaj1131,E14 Calendar - Job 11 - Early May 2021
ucaj1132,E14 Calendar - Job 11 - Mid May 2021
ucaj1133,E14 Calendar - Job 11 - Late May 2021
ucaj1134,E14 Calendar - Job 11 - Early Jun 2021
ucaj1135,E14 Calendar - Job 11 - Mid Jun 2021
ucaj1136,E14 Calendar - Job 11 - Late Jun 2021
ucaj1137,E14 Calendar - Job 11 - Early Jul 2021
ucaj1138,E14 Calendar - Job 11 - Mid Jul 2021
ucaj1139,E14 Calendar - Job 11 - Late Jul 2021
ucaj1140,E14 Calendar - Job 11 - Early Aug 2021
ucaj1141,E14 Calendar - Job 11 - Mid Aug 2021
ucaj1142,E14 Calendar - Job 11 - Late Aug 2021
ucaj1143,E14 Calendar - Job 11 - Early Sep 2021
ucaj1144,E14 Calendar - Job 11 - Mid Sep 2021
ucaj1145,E14 Calendar - Job 11 - Late Sep 2021
ucaj1146,E14 Calendar - Job 11 - Early Oct 2021
ucaj1147,E14 Calendar - Job 11 - Mid Oct 2021
ucaj1148,E14 Calendar - Job 11 - Late Oct 2021
ucaj1149,E14 Calendar - Job 11 - Early Nov 2021
ucaj1150,E14 Calendar - Job 11 - Mid Nov 2021
ucaj1151,E14 Calendar - Job 11 - Late Nov 2021
ucaj1152,E14 Calendar - Job 11 - Early Dec 2021
ucaj1153,E14 Calendar - Job 11 - Mid Dec 2021
ucaj1154,E14 Calendar - Job 11 - Late Dec 2021
ucaj1155,E14 Calendar - Job 11 - Early Jan 2021
ucaj1156,E14 Calendar - Job 11 - Mid Jan 2021
ucaj1157,E14 Calendar - Job 11 - Late Jan 2021
ucaj1158,E14 Calendar - Job 11 - Early Feb 2021
ucaj1159,E14 Calendar - Job 11 - Mid Feb 2021
ucaj1160,E14 Calendar - Job 11 - Late Feb 2021
ucaj1161,E14 Calendar - Job 11 - Early Mar 2021
ucaj1162,E14 Calendar - Job 11 - Mid Mar 2021
ucaj1163,E14 Calendar - Job 11 - Late Mar 2021
ucaj1201,E14 Calendar - Job 12 - Early Jul 2020
ucaj1202,E14 Calendar - Job 12 - Mid Jul 2020
ucaj1203,E14 Calendar - Job 12 - Late Jul 2020
ucaj1204,E14 Calendar - Job 12 - Early Aug 2020
ucaj1205,E14 Calendar - Job 12 - Mid Aug 2020
ucaj1206,E14 Calendar - Job 12 - Late Aug 2020
ucaj1207,E14 Calendar - Job 12 - Early Sep 2020
ucaj1208,E14 Calendar - Job 12 - Mid Sep 2020
ucaj1209,E14 Calendar - Job 12 - Late Sep 2020
ucaj1210,E14 Calendar - Job 12 - Early Oct 2020
ucaj1211,E14 Calendar - Job 12 - Mid Oct 2020
ucaj1212,E14 Calendar - Job 12 - Late Oct 2020
ucaj1213,E14 Calendar - Job 12 - Early Nov 2020
ucaj1214,E14 Calendar - Job 12 - Mid Nov 2020
ucaj1215,E14 Calendar - Job 12 - Late Nov 2020
ucaj1216,E14 Calendar - Job 12 - Early Dec 2020
ucaj1217,E14 Calendar - Job 12 - Mid Dec 2020
ucaj1218,E14 Calendar - Job 12 - Late Dec 2020
ucaj1219,E14 Calendar - Job 12 - Early Jan 2021
ucaj1220,E14 Calendar - Job 12 - Mid Jan 2021
ucaj1221,E14 Calendar - Job 12 - Late Jan 2021
ucaj1222,E14 Calendar - Job 12 - Early Feb 2021
ucaj1223,E14 Calendar - Job 12 - Mid Feb 2021
ucaj1224,E14 Calendar - Job 12 - Late Feb 2021
ucaj1225,E14 Calendar - Job 12 - Early Mar 2021
ucaj1226,E14 Calendar - Job 12 - Mid Mar 2021
ucaj1227,E14 Calendar - Job 12 - Late Mar 2021
ucaj1228,E14 Calendar - Job 12 - Early Apr 2021
ucaj1229,E14 Calendar - Job 12 - Mid Apr 2021
ucaj1230,E14 Calendar - Job 12 - Late Apr 2021
ucaj1231,E14 Calendar - Job 12 - Early May 2021
ucaj1232,E14 Calendar - Job 12 - Mid May 2021
ucaj1233,E14 Calendar - Job 12 - Late May 2021
ucaj1234,E14 Calendar - Job 12 - Early Jun 2021
ucaj1235,E14 Calendar - Job 12 - Mid Jun 2021
ucaj1236,E14 Calendar - Job 12 - Late Jun 2021
ucaj1237,E14 Calendar - Job 12 - Early Jul 2021
ucaj1238,E14 Calendar - Job 12 - Mid Jul 2021
ucaj1239,E14 Calendar - Job 12 - Late Jul 2021
ucaj1240,E14 Calendar - Job 12 - Early Aug 2021
ucaj1241,E14 Calendar - Job 12 - Mid Aug 2021
ucaj1242,E14 Calendar - Job 12 - Late Aug 2021
ucaj1243,E14 Calendar - Job 12 - Early Sep 2021
ucaj1244,E14 Calendar - Job 12 - Mid Sep 2021
ucaj1245,E14 Calendar - Job 12 - Late Sep 2021
ucaj1246,E14 Calendar - Job 12 - Early Oct 2021
ucaj1247,E14 Calendar - Job 12 - Mid Oct 2021
ucaj1248,E14 Calendar - Job 12 - Late Oct 2021
ucaj1249,E14 Calendar - Job 12 - Early Nov 2021
ucaj1250,E14 Calendar - Job 12 - Mid Nov 2021
ucaj1251,E14 Calendar - Job 12 - Late Nov 2021
ucaj1252,E14 Calendar - Job 12 - Early Dec 2021
ucaj1253,E14 Calendar - Job 12 - Mid Dec 2021
ucaj1254,E14 Calendar - Job 12 - Late Dec 2021
ucaj1255,E14 Calendar - Job 12 - Early Jan 2021
ucaj1256,E14 Calendar - Job 12 - Mid Jan 2021
ucaj1257,E14 Calendar - Job 12 - Late Jan 2021
ucaj1258,E14 Calendar - Job 12 - Early Feb 2021
ucaj1259,E14 Calendar - Job 12 - Mid Feb 2021
ucaj1260,E14 Calendar - Job 12 - Late Feb 2021
ucaj1261,E14 Calendar - Job 12 - Early Mar 2021
ucaj1262,E14 Calendar - Job 12 - Mid Mar 2021
ucaj1263,E14 Calendar - Job 12 - Late Mar 2021
ucaune01,E14 Calendar - Not employed but looking for work - Early Jul 2020
ucaune02,E14 Calendar - Not employed but looking for work - Mid Jul 2020
ucaune03,E14 Calendar - Not employed but looking for work - Late Jul 2020
ucaune04,E14 Calendar - Not employed but looking for work - Early Aug 2020
ucaune05,E14 Calendar - Not employed but looking for work - Mid Aug 2020
ucaune06,E14 Calendar - Not employed but looking for work - Late Aug 2020
ucaune07,E14 Calendar - Not employed but looking for work - Early Sep 2020
ucaune08,E14 Calendar - Not employed but looking for work - Mid Sep 2020
ucaune09,E14 Calendar - Not employed but looking for work - Late Sep 2020
ucaune10,E14 Calendar - Not employed but looking for work - Early Oct 2020
ucaune11,E14 Calendar - Not employed but looking for work - Mid Oct 2020
ucaune12,E14 Calendar - Not employed but looking for work - Late Oct 2020
ucaune13,E14 Calendar - Not employed but looking for work - Early Nov 2020
ucaune14,E14 Calendar - Not employed but looking for work - Mid Nov 2020
ucaune15,E14 Calendar - Not employed but looking for work - Late Nov 2020
ucaune16,E14 Calendar - Not employed but looking for work - Early Dec 2020
ucaune17,E14 Calendar - Not employed but looking for work - Mid Dec 2020
ucaune18,E14 Calendar - Not employed but looking for work - Late Dec 2020
ucaune19,E14 Calendar - Not employed but looking for work - Early Jan 2021
ucaune20,E14 Calendar - Not employed but looking for work - Mid Jan 2021
ucaune21,E14 Calendar - Not employed but looking for work - Late Jan 2021
ucaune22,E14 Calendar - Not employed but looking for work - Early Feb 2021
ucaune23,E14 Calendar - Not employed but looking for work - Mid Feb 2021
ucaune24,E14 Calendar - Not employed but looking for work - Late Feb 2021
ucaune25,E14 Calendar - Not employed but looking for work - Early Mar 2021
ucaune26,E14 Calendar - Not employed but looking for work - Mid Mar 2021
ucaune27,E14 Calendar - Not employed but looking for work - Late Mar 2021
ucaune28,E14 Calendar - Not employed but looking for work - Early Apr 2021
ucaune29,E14 Calendar - Not employed but looking for work - Mid Apr 2021
ucaune30,E14 Calendar - Not employed but looking for work - Late Apr 2021
ucaune31,E14 Calendar - Not employed but looking for work - Early May 2021
ucaune32,E14 Calendar - Not employed but looking for work - Mid May 2021
ucaune33,E14 Calendar - Not employed but looking for work - Late May 2021
ucaune34,E14 Calendar - Not employed but looking for work - Early Jun 2021
ucaune35,E14 Calendar - Not employed but looking for work - Mid Jun 2021
ucaune36,E14 Calendar - Not employed but looking for work - Late Jun 2021
ucaune37,E14 Calendar - Not employed but looking for work - Early Jul 2021
ucaune38,E14 Calendar - Not employed but looking for work - Mid Jul 2021
ucaune39,E14 Calendar - Not employed but looking for work - Late Jul 2021
ucaune40,E14 Calendar - Not employed but looking for work - Early Aug 2021
ucaune41,E14 Calendar - Not employed but looking for work - Mid Aug 2021
ucaune42,E14 Calendar - Not employed but looking for work - Late Aug 2021
ucaune43,E14 Calendar - Not employed but looking for work - Early Sep 2021
ucaune44,E14 Calendar - Not employed but looking for work - Mid Sep 2021
ucaune45,E14 Calendar - Not employed but looking for work - Late Sep 2021
ucaune46,E14 Calendar - Not employed but looking for work - Early Oct 2021
ucaune47,E14 Calendar - Not employed but looking for work - Mid Oct 2021
ucaune48,E14 Calendar - Not employed but looking for work - Late Oct 2021
ucaune49,E14 Calendar - Not employed but looking for work - Early Nov 2021
ucaune50,E14 Calendar - Not employed but looking for work - Mid Nov 2021
ucaune51,E14 Calendar - Not employed but looking for work - Late Nov 2021
ucaune52,E14 Calendar - Not employed but looking for work - Early Dec 2021
ucaune53,E14 Calendar - Not employed but looking for work - Mid Dec 2021
ucaune54,E14 Calendar - Not employed but looking for work - Late Dec 2021
ucaune55,E14 Calendar - Not employed but looking for work - Early Jan 2021
ucaune56,E14 Calendar - Not employed but looking for work - Mid Jan 2021
ucaune57,E14 Calendar - Not employed but looking for work - Late Jan 2021
ucaune58,E14 Calendar - Not employed but looking for work - Early Feb 2021
ucaune59,E14 Calendar - Not employed but looking for work - Mid Feb 2021
ucaune60,E14 Calendar - Not employed but looking for work - Late Feb 2021
ucaune61,E14 Calendar - Not employed but looking for work - Early Mar 2021
ucaune62,E14 Calendar - Not employed but looking for work - Mid Mar 2021
ucaune63,E14 Calendar - Not employed but looking for work - Late Mar 2021
ucanlf01,E14 Calendar - Not employed and not looking for work - Early Jul 2020
ucanlf02,E14 Calendar - Not employed and not looking for work - Mid Jul 2020
ucanlf03,E14 Calendar - Not employed and not looking for work - Late Jul 2020
ucanlf04,E14 Calendar - Not employed and not looking for work - Early Aug 2020
ucanlf05,E14 Calendar - Not employed and not looking for work - Mid Aug 2020
ucanlf06,E14 Calendar - Not employed and not looking for work - Late Aug 2020
ucanlf07,E14 Calendar - Not employed and not looking for work - Early Sep 2020
ucanlf08,E14 Calendar - Not employed and not looking for work - Mid Sep 2020
ucanlf09,E14 Calendar - Not employed and not looking for work - Late Sep 2020
ucanlf10,E14 Calendar - Not employed and not looking for work - Early Oct 2020
ucanlf11,E14 Calendar - Not employed and not looking for work - Mid Oct 2020
ucanlf12,E14 Calendar - Not employed and not looking for work - Late Oct 2020
ucanlf13,E14 Calendar - Not employed and not looking for work - Early Nov 2020
ucanlf14,E14 Calendar - Not employed and not looking for work - Mid Nov 2020
ucanlf15,E14 Calendar - Not employed and not looking for work - Late Nov 2020
ucanlf16,E14 Calendar - Not employed and not looking for work - Early Dec 2020
ucanlf17,E14 Calendar - Not employed and not looking for work - Mid Dec 2020
ucanlf18,E14 Calendar - Not employed and not looking for work - Late Dec 2020
ucanlf19,E14 Calendar - Not employed and not looking for work - Early Jan 2021
ucanlf20,E14 Calendar - Not employed and not looking for work - Mid Jan 2021
ucanlf21,E14 Calendar - Not employed and not looking for work - Late Jan 2021
ucanlf22,E14 Calendar - Not employed and not looking for work - Early Feb 2021
ucanlf23,E14 Calendar - Not employed and not looking for work - Mid Feb 2021
ucanlf24,E14 Calendar - Not employed and not looking for work - Late Feb 2021
ucanlf25,E14 Calendar - Not employed and not looking for work - Early Mar 2021
ucanlf26,E14 Calendar - Not employed and not looking for work - Mid Mar 2021
ucanlf27,E14 Calendar - Not employed and not looking for work - Late Mar 2021
ucanlf28,E14 Calendar - Not employed and not looking for work - Early Apr 2021
ucanlf29,E14 Calendar - Not employed and not looking for work - Mid Apr 2021
ucanlf30,E14 Calendar - Not employed and not looking for work - Late Apr 2021
ucanlf31,E14 Calendar - Not employed and not looking for work - Early May 2021
ucanlf32,E14 Calendar - Not employed and not looking for work - Mid May 2021
ucanlf33,E14 Calendar - Not employed and not looking for work - Late May 2021
ucanlf34,E14 Calendar - Not employed and not looking for work - Early Jun 2021
ucanlf35,E14 Calendar - Not employed and not looking for work - Mid Jun 2021
ucanlf36,E14 Calendar - Not employed and not looking for work - Late Jun 2021
ucanlf37,E14 Calendar - Not employed and not looking for work - Early Jul 2021
ucanlf38,E14 Calendar - Not employed and not looking for work - Mid Jul 2021
ucanlf39,E14 Calendar - Not employed and not looking for work - Late Jul 2021
ucanlf40,E14 Calendar - Not employed and not looking for work - Early Aug 2021
ucanlf41,E14 Calendar - Not employed and not looking for work - Mid Aug 2021
ucanlf42,E14 Calendar - Not employed and not looking for work - Late Aug 2021
ucanlf43,E14 Calendar - Not employed and not looking for work - Early Sep 2021
ucanlf44,E14 Calendar - Not employed and not looking for work - Mid Sep 2021
ucanlf45,E14 Calendar - Not employed and not looking for work - Late Sep 2021
ucanlf46,E14 Calendar - Not employed and not looking for work - Early Oct 2021
ucanlf47,E14 Calendar - Not employed and not looking for work - Mid Oct 2021
ucanlf48,E14 Calendar - Not employed and not looking for work - Late Oct 2021
ucanlf49,E14 Calendar - Not employed and not looking for work - Early Nov 2021
ucanlf50,E14 Calendar - Not employed and not looking for work - Mid Nov 2021
ucanlf51,E14 Calendar - Not employed and not looking for work - Late Nov 2021
ucanlf52,E14 Calendar - Not employed and not looking for work - Early Dec 2021
ucanlf53,E14 Calendar - Not employed and not looking for work - Mid Dec 2021
ucanlf54,E14 Calendar - Not employed and not looking for work - Late Dec 2021
ucanlf55,E14 Calendar - Not employed and not looking for work - Early Jan 2021
ucanlf56,E14 Calendar - Not employed and not looking for work - Mid Jan 2021
ucanlf57,E14 Calendar - Not employed and not looking for work - Late Jan 2021
ucanlf58,E14 Calendar - Not employed and not looking for work - Early Feb 2021
ucanlf59,E14 Calendar - Not employed and not looking for work - Mid Feb 2021
ucanlf60,E14 Calendar - Not employed and not looking for work - Late Feb 2021
ucanlf61,E14 Calendar - Not employed and not looking for work - Early Mar 2021
ucanlf62,E14 Calendar - Not employed and not looking for work - Mid Mar 2021
ucanlf63,E14 Calendar - Not employed and not looking for work - Late Mar 2021
ucaj01n,E14 Calendar - Number of contiguous periods - Enrolled FT in school/educational course
ucaj02n,E14 Calendar - Number of contiguous periods - Enrolled PT in school/educational course
ucaj03n,E14 Calendar - Number of contiguous periods - Job 1
ucaj04n,E14 Calendar - Number of contiguous periods - Job 2
ucaj05n,E14 Calendar - Number of contiguous periods - Job 3
ucaj06n,E14 Calendar - Number of contiguous periods - Job 4
ucaj07n,E14 Calendar - Number of contiguous periods - Job 5
ucaj08n,E14 Calendar - Number of contiguous periods - Job 6
ucaj09n,E14 Calendar - Number of contiguous periods - Job 7
ucaj10n,E14 Calendar - Number of contiguous periods - Job 8
ucaj11n,E14 Calendar - Number of contiguous periods - Job 9
ucaj12n,E14 Calendar - Number of contiguous periods - Job 10
ucaj13n,E14 Calendar - Number of contiguous periods - Job 11
ucaj14n,E14 Calendar - Number of contiguous periods - Job 12
ucaj15n,E14 Calendar - Number of contiguous periods - Not employed but looking for work
ucaj16n,E14 Calendar - Number of contiguous periods - Neither employed nor looking for work
uchlfsew,CPQ:E15a Labour Force Status (Calendar) available every wave
ulfx01,CPQ:E15b No calendar in 2000/01
ulfpe01,CPQ:E15b In paid employment anytime in the financial year (in 2000/01)
ulfmeh01,CPQ:E16 For approximately how many weeks or months were you employed - how answered (in 2000/01)
ulfmew01,CPQ:E16 For approximately how many weeks were you employed (in 2000/01)
ulfmem01,CPQ:E16 For approximately how many months were you employed (in 2000/01)
ulfne01,CPQ:E17 And can you recall actively looking for work while not employed in the financial year (in 2000/01)
ulfneh01,CPQ:E18 For approximately how many weeks or months were you unemployed and actively looking for work - how answered (in 2000/01)
ulfnew01,CPQ:E18 For approximately how many weeks were you unemployed and actively looking for work (in 2000/01)
ulfnem01,CPQ:E18 For approximately how many months were you unemployed and actively looking for work (in 2000/01)
ulfx02,CPQ:E15b No calendar in 2001/02
ulfpe02,CPQ:E15b In paid employment anytime in the financial year (in 2001/02)
ulfmeh02,CPQ:E16 For approximately how many weeks or months were you employed - how answered (in 2001/02)
ulfmew02,CPQ:E16 For approximately how many weeks were you employed (in 2001/02)
ulfmem02,CPQ:E16 For approximately how many months were you employed (in 2001/02)
ulfne02,CPQ:E17 And can you recall actively looking for work while not employed in the financial year (in 2001/02)
ulfneh02,CPQ:E18 For approximately how many weeks or months were you unemployed and actively looking for work - how answered (in 2001/02)
ulfnew02,CPQ:E18 For approximately how many weeks were you unemployed and actively looking for work (in 2001/02)
ulfnem02,CPQ:E18 For approximately how many months were you unemployed and actively looking for work (in 2001/02)
ulfx03,CPQ:E15b No calendar in 2002/03
ulfpe03,CPQ:E15b In paid employment anytime in the financial year (in 2002/03)
ulfmeh03,CPQ:E16 For approximately how many weeks or months were you employed - how answered (in 2002/03)
ulfmew03,CPQ:E16 For approximately how many weeks were you employed (in 2002/03)
ulfmem03,CPQ:E16 For approximately how many months were you employed (in 2002/03)
ulfne03,CPQ:E17 And can you recall actively looking for work while not employed in the financial year (in 2002/03)
ulfneh03,CPQ:E18 For approximately how many weeks or months were you unemployed and actively looking for work - how answered (in 2002/03)
ulfnew03,CPQ:E18 For approximately how many weeks were you unemployed and actively looking for work (in 2002/03)
ulfnem03,CPQ:E18 For approximately how many months were you unemployed and actively looking for work (in 2002/03)
