name,label,include
ujbmday1,C9b Days of the week usually work - Monday,FALSE
ujbmday2,C9b Days of the week usually work - Tuesday,FALSE
ujbmday3,C9b Days of the week usually work - Wednesday,FALSE
ujbmday4,C9b Days of the week usually work - Thursday,FALSE
ujbmday5,C9b Days of the week usually work - Friday,FALSE
ujbmday6,C9b Days of the week usually work - Saturday,FALSE
ujbmday7,C9b Days of the week usually work - Sunday,FALSE
ujbmmth,C9c Number of days usually worked in a 4 week period,FALSE
ujbwwe,C9d And do you usually work on weekends,FALSE
ujbwweh,"C9e Usually works Saturday, Sunday or both",FALSE
ujbwwesa,C9f  Usual Saturday hours in main job,FALSE
ujbwwesu,C9g Usual Sunday hours in main job,FALSE
ujbmsch,C10 Current work schedule,FALSE
ujbmo06,C11 Occupation ANZSCO 2006,FALSE
ujbcmocc,CPQ:C12a Occupation changed since last interview,FALSE
ujboccha,C12b Time worked in current occupation - answered years or weeks,FALSE
ujboccyr,C12bi Years worked in current occupation,FALSE
ujboccwk,C12bii Weeks worked in current occupation,FALSE
ujbemlha,C13 Time worked for current employer - answered years or weeks,FALSE
ujbemlyr,C13i Years worked for current employer,FALSE
ujbemlwk,C13ii Weeks worked for current employer,FALSE
ujbmi06,C14 Industry (current employment) ANZSIC 2006,FALSE
ujbmh,C16 Any of usual working hours worked at home,FALSE
ujbmhrhw,C17 Hours each week usually work at home,FALSE
ujbmhrha,C18 Hours work on average each week at home,FALSE
ujbmagh,C19 Are hours worked at home result of formal arrangement with employer,FALSE
ujbtu,C20a Belong to trade union,FALSE
ujbou,C20b Belongs to other union or trade association,FALSE
uchkb12,C21 Check B12 employment status,FALSE
ujbmhl,C22a Does employer provide paid holiday leave,FALSE
ujbmsl,C22b Does employer provide paid sick leave,FALSE
ujbmcnt,C23 Employment contract - current job,FALSE
ujbmpays,C24 How pay is currently set,FALSE
ujbmplej,C25 Percent chance of voluntarily leaving job in next 12 months,FALSE
ujbmploj,C26 Percent chance of losing job in next 12 months,FALSE
ujbmpgj,C27 Percent chance will find and accept job at least as good as current job,FALSE
ujbindc,C28 Do you describe yourself as an independent contractor?,FALSE
ujbmlh,C29 Employed through labour-hire firm or temporary employment agency,FALSE
ujbmsvsr,C30 Normally supervise work of other employees,FALSE
ujbmmply,C31 Which of these best describes employer/business,FALSE
ujbmwps,C32 Number employed at place of work,FALSE
ujbmmwp,C33 Does employer operate from more than one location in Australia,FALSE
ujbmemsz,C34 Number of people employed at locations throughout Australia,FALSE
ujbmspay,C35a Total pay satisfaction,FALSE
ujbmssec,C35b Job security satisfaction,FALSE
ujbmswrk,C35c The work itself satisfaction,FALSE
ujbmshrs,C35d The hours you work satisfaction,FALSE
ujbmsflx,C35e The flexibility to balance work and non-work commitments satisfaction,FALSE
ujbmsall,C35f Overall job satisfaction,FALSE
ujbuphy,C36a Ever worked when you were physically unwell during the past 4 weeks,FALSE
ujbumnt,C36b Ever worked when you were mentally unwell during the past 4 weeks,FALSE
ujbuday,C36c Number of days worked despite feeling either physically or mentally unwell,FALSE
ujbuwh,C36d Worked only from home despite feeling unwell,FALSE
ujbuwhd,C36e Number of days worked only from home despite feeling unwell,FALSE
ujbnewjs,"C37 At any time in the last 4 weeks, have you actually looked for a new job",FALSE
urtage1,C38 Check age 45 or older,FALSE
urtiage1,C39 At what age do you plan to retire from the workforce,FALSE
upjemply,CPQ:C40 Employed at last interview,FALSE
upjnjobs,CPQ:C41 One job or more,FALSE
upjsemp,CPQ:C42 Still work for same employer,FALSE
upjmsemp,"CPQ:C43 Thinking of main job, do you still work for same employer",FALSE
upjljrea,CPQ:C44 Main reason stopped working in that job,FALSE
ujsl4wk,D1 Looked for work in last 4 weeks,FALSE
ujsactwp,"D2 Done any of following in last 4 weeks - Written, phoned or applied in person to an employer for work",FALSE
ujsacthi,D2 Done any of following in last 4 weeks - Had an interview with an employer for work,FALSE
ujsactaa,D2 Done any of following in last 4 weeks - Answered an advertisement for a job,FALSE
ujsactni,"D2 Done any of following in last 4 weeks - Looked in newspapers, on the internet or checked notice boards",FALSE
ujsactrc,D2 Done any of following in last 4 weeks - Been registered with Centrelink as a jobseeker,FALSE
ujsactea,D2 Done any of following in last 4 weeks - Checked or registered with an employment agency,FALSE
ujsactsb,D2 Done any of following in last 4 weeks - Taken steps to purchase or start your own business,FALSE
ujsactat,D2 Done any of following in last 4 weeks - Advertised or tendered for work,FALSE
ujsactfr,D2 Done any of following in last 4 weeks - Contacted friends/relatives,FALSE
ujsactos,D2 Done any of following in last 4 weeks - Other,FALSE
ujsnoact,D2 Done any of following in last 4 weeks - None of the above,FALSE
ujsactrf,D2 Done any of following in last 4 weeks - Refused,FALSE
ujsactdk,D2 Done any of following in last 4 weeks - Dont know,FALSE
ujsactna,D2 Done any of following in last 4 weeks - No answer,FALSE
ujstha,D3 When began looking for work - answered date or weeks or dont know (ask year ranges),FALSE
ujstday,D3d Day began looking for work,FALSE
ujstmth,D3m Month began looking for work,FALSE
ujstyr,D3y Year began looking for work,FALSE
ujstwks,D3 Number of weeks since began looking for work,FALSE
ujstbrd1,D3 Years began looking for work (additional category: less than 1 year),FALSE
ujshjsa,D4 Hours spent in job search activities in last week,FALSE
ujsavail,"D5a If found a job, could have started work last week",FALSE
ujsnarea,D5b Reasons could not have started work last week,FALSE
ujsn4wk,D5c Starting work in next 4 weeks,FALSE
ujsan4wk,D5d Start in next 4 weeks if work available,FALSE
ujsreahd,D6 Reasons had trouble getting a job - Own ill health or disability,FALSE
ujsreayo,D6 Reasons had trouble getting a job - Employers thought you were too young or too old,FALSE
ujsreahu,D6 Reasons had trouble getting a job - Hours were unsuitable,FALSE
ujsreatr,D6 Reasons had trouble getting a job - Transport problems or it was too far to travel,FALSE
ujsrealt,"D6 Reasons had trouble getting a job - Did not have the required education, training or skills",FALSE
ujsreale,D6 Reasons had trouble getting a job - Did not have enough work experience,FALSE
ujsreald,D6 Reasons had trouble getting a job - Language difficulties,FALSE
ujsreanw,D6 Reasons had trouble getting a job - No jobs in your line of work,FALSE
ujsreama,D6 Reasons had trouble getting a job - Too many applicants for the available jobs,FALSE
ujsreanj,D6 Reasons had trouble getting a job - Just no jobs at all,FALSE
ujsreafc,D6 Reasons had trouble getting a job - Difficulties in finding child care,FALSE
ujsreadm,D6 Reasons had trouble getting a job - Discrimination against migrant/ethnic groups,FALSE
ujsreaof,D6 Reasons had trouble getting a job - Other family responsibilities,FALSE
ujsreaoq,D6 Reasons had trouble getting a job - Overqualified,FALSE
ujsreano,D6 Reasons had trouble getting a job - None of the above,FALSE
ujsreaos,D6 Reasons had trouble getting a job - Other difficulties,FALSE
ujsreana,D6 Reasons had trouble getting a job - No answer,FALSE
ujsrearf,D6 Reasons had trouble getting a job - Refused,FALSE
ujsreadk,D6 Reasons had trouble getting a job - Dont know,FALSE
ujsmreas,D7 Main difficulty in getting a job,FALSE
ujsnoffr,D8 Number of job offers since began looking for work,FALSE
unlmact,D9 Main activity since last worked/looked for work,FALSE
unlwantj,D10 Like a job,FALSE
unlreahj,D11 Not looking for work - Have a job to go to,FALSE
unlreaoi,"D11 Not looking for work - Own illness, injury or disability",FALSE
unlreapm,D11 Not looking for work - Pregnancy/Maternity leave,FALSE
unlreast,D11 Not looking for work - Studying/returning to studies,FALSE
unlreann,D11 Not looking for work - Does not need to work,FALSE
unlreago,D11 Not looking for work - To give others a chance,FALSE
unlreawp,D11 Not looking for work - Welfare payment/pension may be affected,FALSE
unlreamh,D11 Not looking for work - Moved house/Holidays,FALSE
unlreatr,D11 Not looking for work - Lack of transport,FALSE
unlreant,D11 Not looking for work - No time,FALSE
unlreapc,D11 Not looking for work - Prefers to look after children,FALSE
unlreafc,D11 Not looking for work - Difficulties in finding child care,FALSE
unlreayc,D11 Not looking for work - Waiting until youngest child starts pre-school/primary school,FALSE
unlreaoc,D11 Not looking for work - Other child care reason,FALSE
unlreaho,D11 Not looking for work - Ill health of someone other than self/other family reason,FALSE
unlreayo,D11 Not looking for work - Too young/too old,FALSE
unlrealt,D11 Not looking for work - Lacks necessary training or qualifications,FALSE
unlreale,D11 Not looking for work - Lacks necessary experience,FALSE
unlreald,D11 Not looking for work - Difficulties with language/ethnic background,FALSE
unlrearw,D11 Not looking for work - Difficulties with reading/writing,FALSE
unlrealw,D11 Not looking for work - No jobs available in line of work,FALSE
unlreash,D11 Not looking for work - No jobs available with suitable hours,FALSE
unlreaja,D11 Not looking for work - No jobs available at all,FALSE
unlreajt,D11 Not looking for work - On a job related training program,FALSE
unlreaos,D11 Not looking for work - Other reasons,FALSE
unlrearf,D11 Not looking for work - Refused,FALSE
unlreadk,D11 Not looking for work - Dont know,FALSE
unlreani,D11 Not looking for work - Not interested,FALSE
unlreatb,D11 Not looking for work - Taking a break/rest from working,FALSE
unlreavw,D11 Not looking for work - Do voluntary/unpaid work,FALSE
unlmreas,D12 Main reason not looking for work in last 4 weeks,FALSE
unlan4wk,"D13 If offered suitable job, start work in next four weeks",FALSE
ujsminws,D14 Lowest acceptable wage per hour,FALSE
ujsminhr,D15 Hours per week prefer to work at that rate per hour,FALSE
ujsminhj,D16 Hours per week prefer to work in any job,FALSE
ujspsuit,D17 Percent chance of finding suitable job in next 12 months,FALSE
urtage2,CPQ:D18 Check age 45 or older,FALSE
urtcomp,CPQ:D19 Retired completely from the workforce,FALSE
urtchk,CPQ:D19a Previous wave retirement,FALSE
urtyr,CPQ:D20a Year retired,FALSE
urtiage2,CPQ:D20b Age expect to retire from paid workforce,FALSE
upjemp,CPQ:D21 Were you employed when last interviewed,FALSE
upjljr,CPQ:D22 Main reason stopped working,FALSE
upjot,CPQ:D23 Employed in any other job between then and now,FALSE
upjotr,CPQ:D24 Employed in any job since last interviewed,FALSE
upjotrea,CPQ:D25 Main reason stopped working in last job,FALSE
upjothru,CPQ:D26a Hours usually worked in last job (not in paid employment),FALSE
upjothra,CPQ:D26b Hours worked on average in last job (not in paid employment),FALSE
upjoti06,"CPQ:D27 Industry, previous job if unemployed ANZSIC 2006",FALSE
upjottyp,"CPQ:D28 Employment type, previous job if unemployed",FALSE
upjotcnt,CPQ:D29 Employment contract - previous job (not in paid employment),FALSE
upjoto06,"CPQ:D30 Occupation, previous job, if unemployed ANZSCO 2006",FALSE
ueckage,E1 Check age 67 or older,FALSE
udwwrk,"E1 In the past four weeks, did any work that involved providing services on demand where you find customers and receive a payment for each task through a mobile app or website",FALSE
udwhha,E2 Hours spent providing services on demand during the past four weeks - how answered,FALSE
udwh4wk,E2 Hours spent providing services on demand during the past four weeks - total hours in last 4 weeks,FALSE
udwhpwk,E2 Hours spent providing services on demand during the past four weeks - average hours per week,FALSE
udwhpdy,E2 Hours spent providing services on demand during the past four weeks - average hours per day,FALSE
udwdl4wk,E2b Days worked on providing services on demand in the last four weeks,FALSE
udwcmtoj,E3i Currently working in more than one job?,FALSE
udwcjo,E3 Current job mainly involve providing services on demand where you find customers and receive a payment for each task through a mobile app or website,FALSE
udwmjo,E4a Main job mainly involve providing services on demand where you find customers and receive a payment for each task through a mobile app or website,FALSE
udwojo,E4b Other jobs mainly involve providing services on demand where you find customers and receive a payment for each task through a mobile app or website,FALSE
uchkjlyr,E5 Check B12 and D19,FALSE
ujtjblyr,E5 Employed in any job in the past 12 months,FALSE
ujttrwrk,E6 Taken part in any work related training in past 12 months,FALSE
ujttpewt,E7a Job-related training at place of employment - during paid work time,FALSE
ujttpeot,E7b Job-related training at place of employment - in your own time,FALSE
ujttopwt,E7c Job-related training at some other place - during paid work time,FALSE
ujttopot,E7d Job-related training at some other place - in your own time,FALSE
ujttnum,E8 Number of different training courses attended last 12 months,FALSE
ujttdays,E9 Number of days attended training course,FALSE
ujtthrs,E10 Average number of training hours per course day,FALSE
ujttrcst,E11 Contributed to cost of job-related training (fees/materials/books/paid for travel/took unpaid leave),FALSE
ujttrhgs,E12 Aim of this training - To help you get started in your job,FALSE
ujttrisc,E12 Aim of this training - To improve your skills in your current job,FALSE
ujttrmps,E12 Aim of this training - To maintain professional status and/or meet occupational standards,FALSE
ujttrpfj,E12 Aim of this training - To prepare you for a job you might do in the future or to facilitate promotion,FALSE
ujttrdsg,E12 Aim of this training - To develop your skills generally,FALSE
ujttrhsc,E12 Aim of this training - Because of health / safety concerns,FALSE
ujttros,E12 Aim of this training - Other aims,FALSE
ujttrrf,E12 Aim of this training - Refused,FALSE
ujttrdk,E12 Aim of this training - Dont know,FALSE
ujttrnsk,E13a Acquired any new skills from any of this training,FALSE
ujttuse,E13b How would you use your new skills if got a new job,FALSE
ucaeft,E14a Any calendar activity - Enrolled FT in school/educational course,FALSE
ucaept,E14a Any calendar activity - Enrolled PT in school/educational course,FALSE
ucanjobs,E14b Number of jobs,FALSE
ucaune,E14c Any calendar activity - Not employed but looking for work,FALSE
ucanlf,E14d Any calendar activity - Neither employed nor looking for work,FALSE
ucaj01mt,E14b4 Month started job - Job 1,FALSE
ucaj02mt,E14b4 Month started job - Job 2,FALSE
ucaj03mt,E14b4 Month started job - Job 3,FALSE
ucaj04mt,E14b4 Month started job - Job 4,FALSE
ucaj05mt,E14b4 Month started job - Job 5,FALSE
ucaj06mt,E14b4 Month started job - Job 6,FALSE
ucaj07mt,E14b4 Month started job - Job 7,FALSE
ucaj08mt,E14b4 Month started job - Job 8,FALSE
ucaj09mt,E14b4 Month started job - Job 9,FALSE
ucaj10mt,E14b4 Month started job - Job 10,FALSE
ucaj11mt,E14b4 Month started job - Job 11,FALSE
ucaj12mt,E14b4 Month started job - Job 12,FALSE
ucaj01yr,E14b4 Year started job - Job 1,FALSE
ucaj02yr,E14b4 Year started job - Job 2,FALSE
ucaj03yr,E14b4 Year started job - Job 3,FALSE
ucaj04yr,E14b4 Year started job - Job 4,FALSE
ucaj05yr,E14b4 Year started job - Job 5,FALSE
ucaj06yr,E14b4 Year started job - Job 6,FALSE
ucaj07yr,E14b4 Year started job - Job 7,FALSE
ucaj08yr,E14b4 Year started job - Job 8,FALSE
ucaj09yr,E14b4 Year started job - Job 9,FALSE
ucaj10yr,E14b4 Year started job - Job 10,FALSE
ucaj11yr,E14b4 Year started job - Job 11,FALSE
ucaj12yr,E14b4 Year started job - Job 12,FALSE
ucaj01,E14 Any calendar activity - Job 1,FALSE
ucaj02,E14 Any calendar activity - Job 2,FALSE
ucaj03,E14 Any calendar activity - Job 3,FALSE
ucaj04,E14 Any calendar activity - Job 4,FALSE
ucaj05,E14 Any calendar activity - Job 5,FALSE
ucaj06,E14 Any calendar activity - Job 6,FALSE
ucaj07,E14 Any calendar activity - Job 7,FALSE
ucaj08,E14 Any calendar activity - Job 8,FALSE
ucaj09,E14 Any calendar activity - Job 9,FALSE
ucaj10,E14 Any calendar activity - Job 10,FALSE
ucaj11,E14 Any calendar activity - Job 11,FALSE
ucaj12,E14 Any calendar activity - Job 12,FALSE
ucaeft01,E14 Calendar - FT Study - Early Jul 2020,FALSE
ucaeft02,E14 Calendar - FT Study - Mid Jul 2020,FALSE
ucaeft03,E14 Calendar - FT Study - Late Jul 2020,FALSE
ucaeft04,E14 Calendar - FT Study - Early Aug 2020,FALSE
ucaeft05,E14 Calendar - FT Study - Mid Aug 2020,FALSE
ucaeft06,E14 Calendar - FT Study - Late Aug 2020,FALSE
ucaeft07,E14 Calendar - FT Study - Early Sep 2020,FALSE
ucaeft08,E14 Calendar - FT Study - Mid Sep 2020,FALSE
ucaeft09,E14 Calendar - FT Study - Late Sep 2020,FALSE
ucaeft10,E14 Calendar - FT Study - Early Oct 2020,FALSE
ucaeft11,E14 Calendar - FT Study - Mid Oct 2020,FALSE
ucaeft12,E14 Calendar - FT Study - Late Oct 2020,FALSE
ucaeft13,E14 Calendar - FT Study - Early Nov 2020,FALSE
ucaeft14,E14 Calendar - FT Study - Mid Nov 2020,FALSE
ucaeft15,E14 Calendar - FT Study - Late Nov 2020,FALSE
ucaeft16,E14 Calendar - FT Study - Early Dec 2020,FALSE
ucaeft17,E14 Calendar - FT Study - Mid Dec 2020,FALSE
ucaeft18,E14 Calendar - FT Study - Late Dec 2020,FALSE
ucaeft19,E14 Calendar - FT Study - Early Jan 2021,FALSE
ucaeft20,E14 Calendar - FT Study - Mid Jan 2021,FALSE
ucaeft21,E14 Calendar - FT Study - Late Jan 2021,FALSE
ucaeft22,E14 Calendar - FT Study - Early Feb 2021,FALSE
ucaeft23,E14 Calendar - FT Study - Mid Feb 2021,FALSE
ucaeft24,E14 Calendar - FT Study - Late Feb 2021,FALSE
ucaeft25,E14 Calendar - FT Study - Early Mar 2021,FALSE
ucaeft26,E14 Calendar - FT Study - Mid Mar 2021,FALSE
ucaeft27,E14 Calendar - FT Study - Late Mar 2021,FALSE
ucaeft28,E14 Calendar - FT Study - Early Apr 2021,FALSE
ucaeft29,E14 Calendar - FT Study - Mid Apr 2021,FALSE
ucaeft30,E14 Calendar - FT Study - Late Apr 2021,FALSE
ucaeft31,E14 Calendar - FT Study - Early May 2021,FALSE
ucaeft32,E14 Calendar - FT Study - Mid May 2021,FALSE
ucaeft33,E14 Calendar - FT Study - Late May 2021,FALSE
ucaeft34,E14 Calendar - FT Study - Early Jun 2021,FALSE
ucaeft35,E14 Calendar - FT Study - Mid Jun 2021,FALSE
ucaeft36,E14 Calendar - FT Study - Late Jun 2021,FALSE
ucaeft37,E14 Calendar - FT Study - Early Jul 2021,FALSE
ucaeft38,E14 Calendar - FT Study - Mid Jul 2021,FALSE
ucaeft39,E14 Calendar - FT Study - Late Jul 2021,FALSE
ucaeft40,E14 Calendar - FT Study - Early Aug 2021,FALSE
ucaeft41,E14 Calendar - FT Study - Mid Aug 2021,FALSE
ucaeft42,E14 Calendar - FT Study - Late Aug 2021,FALSE
ucaeft43,E14 Calendar - FT Study - Early Sep 2021,FALSE
ucaeft44,E14 Calendar - FT Study - Mid Sep 2021,FALSE
ucaeft45,E14 Calendar - FT Study - Late Sep 2021,FALSE
ucaeft46,E14 Calendar - FT Study - Early Oct 2021,FALSE
ucaeft47,E14 Calendar - FT Study - Mid Oct 2021,FALSE
ucaeft48,E14 Calendar - FT Study - Late Oct 2021,FALSE
ucaeft49,E14 Calendar - FT Study - Early Nov 2021,FALSE
ucaeft50,E14 Calendar - FT Study - Mid Nov 2021,FALSE
ucaeft51,E14 Calendar - FT Study - Late Nov 2021,FALSE
ucaeft52,E14 Calendar - FT Study - Early Dec 2021,FALSE
ucaeft53,E14 Calendar - FT Study - Mid Dec 2021,FALSE
ucaeft54,E14 Calendar - FT Study - Late Dec 2021,FALSE
ucaeft55,E14 Calendar - FT Study - Early Jan 2021,FALSE
ucaeft56,E14 Calendar - FT Study - Mid Jan 2021,FALSE
ucaeft57,E14 Calendar - FT Study - Late Jan 2021,FALSE
ucaeft58,E14 Calendar - FT Study - Early Feb 2021,FALSE
ucaeft59,E14 Calendar - FT Study - Mid Feb 2021,FALSE
ucaeft60,E14 Calendar - FT Study - Late Feb 2021,FALSE
ucaeft61,E14 Calendar - FT Study - Early Mar 2021,FALSE
ucaeft62,E14 Calendar - FT Study - Mid Mar 2021,FALSE
ucaeft63,E14 Calendar - FT Study - Late Mar 2021,FALSE
ucaept01,E14 Calendar - PT Study - Early Jul 2020,FALSE
ucaept02,E14 Calendar - PT Study - Mid Jul 2020,FALSE
ucaept03,E14 Calendar - PT Study - Late Jul 2020,FALSE
ucaept04,E14 Calendar - PT Study - Early Aug 2020,FALSE
ucaept05,E14 Calendar - PT Study - Mid Aug 2020,FALSE
ucaept06,E14 Calendar - PT Study - Late Aug 2020,FALSE
ucaept07,E14 Calendar - PT Study - Early Sep 2020,FALSE
ucaept08,E14 Calendar - PT Study - Mid Sep 2020,FALSE
ucaept09,E14 Calendar - PT Study - Late Sep 2020,FALSE
ucaept10,E14 Calendar - PT Study - Early Oct 2020,FALSE
ucaept11,E14 Calendar - PT Study - Mid Oct 2020,FALSE
ucaept12,E14 Calendar - PT Study - Late Oct 2020,FALSE
ucaept13,E14 Calendar - PT Study - Early Nov 2020,FALSE
ucaept14,E14 Calendar - PT Study - Mid Nov 2020,FALSE
ucaept15,E14 Calendar - PT Study - Late Nov 2020,FALSE
ucaept16,E14 Calendar - PT Study - Early Dec 2020,FALSE
ucaept17,E14 Calendar - PT Study - Mid Dec 2020,FALSE
ucaept18,E14 Calendar - PT Study - Late Dec 2020,FALSE
ucaept19,E14 Calendar - PT Study - Early Jan 2021,FALSE
ucaept20,E14 Calendar - PT Study - Mid Jan 2021,FALSE
ucaept21,E14 Calendar - PT Study - Late Jan 2021,FALSE
ucaept22,E14 Calendar - PT Study - Early Feb 2021,FALSE
ucaept23,E14 Calendar - PT Study - Mid Feb 2021,FALSE
ucaept24,E14 Calendar - PT Study - Late Feb 2021,FALSE
ucaept25,E14 Calendar - PT Study - Early Mar 2021,FALSE
ucaept26,E14 Calendar - PT Study - Mid Mar 2021,FALSE
ucaept27,E14 Calendar - PT Study - Late Mar 2021,FALSE
ucaept28,E14 Calendar - PT Study - Early Apr 2021,FALSE
ucaept29,E14 Calendar - PT Study - Mid Apr 2021,FALSE
ucaept30,E14 Calendar - PT Study - Late Apr 2021,FALSE
ucaept31,E14 Calendar - PT Study - Early May 2021,FALSE
ucaept32,E14 Calendar - PT Study - Mid May 2021,FALSE
ucaept33,E14 Calendar - PT Study - Late May 2021,FALSE
ucaept34,E14 Calendar - PT Study - Early Jun 2021,FALSE
ucaept35,E14 Calendar - PT Study - Mid Jun 2021,FALSE
ucaept36,E14 Calendar - PT Study - Late Jun 2021,FALSE
ucaept37,E14 Calendar - PT Study - Early Jul 2021,FALSE
ucaept38,E14 Calendar - PT Study - Mid Jul 2021,FALSE
ucaept39,E14 Calendar - PT Study - Late Jul 2021,FALSE
ucaept40,E14 Calendar - PT Study - Early Aug 2021,FALSE
ucaept41,E14 Calendar - PT Study - Mid Aug 2021,FALSE
ucaept42,E14 Calendar - PT Study - Late Aug 2021,FALSE
ucaept43,E14 Calendar - PT Study - Early Sep 2021,FALSE
ucaept44,E14 Calendar - PT Study - Mid Sep 2021,FALSE
ucaept45,E14 Calendar - PT Study - Late Sep 2021,FALSE
ucaept46,E14 Calendar - PT Study - Early Oct 2021,FALSE
ucaept47,E14 Calendar - PT Study - Mid Oct 2021,FALSE
ucaept48,E14 Calendar - PT Study - Late Oct 2021,FALSE
ucaept49,E14 Calendar - PT Study - Early Nov 2021,FALSE
ucaept50,E14 Calendar - PT Study - Mid Nov 2021,FALSE
ucaept51,E14 Calendar - PT Study - Late Nov 2021,FALSE
ucaept52,E14 Calendar - PT Study - Early Dec 2021,FALSE
ucaept53,E14 Calendar - PT Study - Mid Dec 2021,FALSE
ucaept54,E14 Calendar - PT Study - Late Dec 2021,FALSE
ucaept55,E14 Calendar - PT Study - Early Jan 2021,FALSE
ucaept56,E14 Calendar - PT Study - Mid Jan 2021,FALSE
ucaept57,E14 Calendar - PT Study - Late Jan 2021,FALSE
ucaept58,E14 Calendar - PT Study - Early Feb 2021,FALSE
ucaept59,E14 Calendar - PT Study - Mid Feb 2021,FALSE
ucaept60,E14 Calendar - PT Study - Late Feb 2021,FALSE
ucaept61,E14 Calendar - PT Study - Early Mar 2021,FALSE
ucaept62,E14 Calendar - PT Study - Mid Mar 2021,FALSE
ucaept63,E14 Calendar - PT Study - Late Mar 2021,FALSE
ucaj0101,E14 Calendar - Job 1 - Early Jul 2020,FALSE
ucaj0102,E14 Calendar - Job 1 - Mid Jul 2020,FALSE
ucaj0103,E14 Calendar - Job 1 - Late Jul 2020,FALSE
ucaj0104,E14 Calendar - Job 1 - Early Aug 2020,FALSE
ucaj0105,E14 Calendar - Job 1 - Mid Aug 2020,FALSE
ucaj0106,E14 Calendar - Job 1 - Late Aug 2020,FALSE
ucaj0107,E14 Calendar - Job 1 - Early Sep 2020,FALSE
ucaj0108,E14 Calendar - Job 1 - Mid Sep 2020,FALSE
ucaj0109,E14 Calendar - Job 1 - Late Sep 2020,FALSE
ucaj0110,E14 Calendar - Job 1 - Early Oct 2020,FALSE
ucaj0111,E14 Calendar - Job 1 - Mid Oct 2020,FALSE
ucaj0112,E14 Calendar - Job 1 - Late Oct 2020,FALSE
ucaj0113,E14 Calendar - Job 1 - Early Nov 2020,FALSE
ucaj0114,E14 Calendar - Job 1 - Mid Nov 2020,FALSE
ucaj0115,E14 Calendar - Job 1 - Late Nov 2020,FALSE
ucaj0116,E14 Calendar - Job 1 - Early Dec 2020,FALSE
ucaj0117,E14 Calendar - Job 1 - Mid Dec 2020,FALSE
ucaj0118,E14 Calendar - Job 1 - Late Dec 2020,FALSE
ucaj0119,E14 Calendar - Job 1 - Early Jan 2021,FALSE
ucaj0120,E14 Calendar - Job 1 - Mid Jan 2021,FALSE
ucaj0121,E14 Calendar - Job 1 - Late Jan 2021,FALSE
ucaj0122,E14 Calendar - Job 1 - Early Feb 2021,FALSE
ucaj0123,E14 Calendar - Job 1 - Mid Feb 2021,FALSE
ucaj0124,E14 Calendar - Job 1 - Late Feb 2021,FALSE
ucaj0125,E14 Calendar - Job 1 - Early Mar 2021,FALSE
ucaj0126,E14 Calendar - Job 1 - Mid Mar 2021,FALSE
ucaj0127,E14 Calendar - Job 1 - Late Mar 2021,FALSE
ucaj0128,E14 Calendar - Job 1 - Early Apr 2021,FALSE
ucaj0129,E14 Calendar - Job 1 - Mid Apr 2021,FALSE
ucaj0130,E14 Calendar - Job 1 - Late Apr 2021,FALSE
ucaj0131,E14 Calendar - Job 1 - Early May 2021,FALSE
ucaj0132,E14 Calendar - Job 1 - Mid May 2021,FALSE
ucaj0133,E14 Calendar - Job 1 - Late May 2021,FALSE
ucaj0134,E14 Calendar - Job 1 - Early Jun 2021,FALSE
ucaj0135,E14 Calendar - Job 1 - Mid Jun 2021,FALSE
ucaj0136,E14 Calendar - Job 1 - Late Jun 2021,FALSE
ucaj0137,E14 Calendar - Job 1 - Early Jul 2021,FALSE
ucaj0138,E14 Calendar - Job 1 - Mid Jul 2021,FALSE
ucaj0139,E14 Calendar - Job 1 - Late Jul 2021,FALSE
ucaj0140,E14 Calendar - Job 1 - Early Aug 2021,FALSE
ucaj0141,E14 Calendar - Job 1 - Mid Aug 2021,FALSE
ucaj0142,E14 Calendar - Job 1 - Late Aug 2021,FALSE
ucaj0143,E14 Calendar - Job 1 - Early Sep 2021,FALSE
ucaj0144,E14 Calendar - Job 1 - Mid Sep 2021,FALSE
ucaj0145,E14 Calendar - Job 1 - Late Sep 2021,FALSE
ucaj0146,E14 Calendar - Job 1 - Early Oct 2021,FALSE
ucaj0147,E14 Calendar - Job 1 - Mid Oct 2021,FALSE
ucaj0148,E14 Calendar - Job 1 - Late Oct 2021,FALSE
ucaj0149,E14 Calendar - Job 1 - Early Nov 2021,FALSE
ucaj0150,E14 Calendar - Job 1 - Mid Nov 2021,FALSE
ucaj0151,E14 Calendar - Job 1 - Late Nov 2021,FALSE
ucaj0152,E14 Calendar - Job 1 - Early Dec 2021,FALSE
ucaj0153,E14 Calendar - Job 1 - Mid Dec 2021,FALSE
ucaj0154,E14 Calendar - Job 1 - Late Dec 2021,FALSE
ucaj0155,E14 Calendar - Job 1 - Early Jan 2021,FALSE
ucaj0156,E14 Calendar - Job 1 - Mid Jan 2021,FALSE
ucaj0157,E14 Calendar - Job 1 - Late Jan 2021,FALSE
ucaj0158,E14 Calendar - Job 1 - Early Feb 2021,FALSE
ucaj0159,E14 Calendar - Job 1 - Mid Feb 2021,FALSE
ucaj0160,E14 Calendar - Job 1 - Late Feb 2021,FALSE
ucaj0161,E14 Calendar - Job 1 - Early Mar 2021,FALSE
ucaj0162,E14 Calendar - Job 1 - Mid Mar 2021,FALSE
ucaj0163,E14 Calendar - Job 1 - Late Mar 2021,FALSE
ucaj0201,E14 Calendar - Job 2 - Early Jul 2020,FALSE
ucaj0202,E14 Calendar - Job 2 - Mid Jul 2020,FALSE
